<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<SPREAD>,<EMA12>,<EMA26>,<MACD>,<SIGNAL>,<GAINS>,<LOSSES>,<RS>
1614124800,0.79069,0.79777,0.78951,0.79756,66777,1,0.78394,0.777498,0.006442,0.003875,0.00687,0,0
